"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"01046099999","2011-01-01","69.786839","20.959444","4.87","SORKJOSEN, NO","  27.2","21","  25.0","21"," 995.0","18","994.3","18"," 14.9"," 6","  3.7","21"," 13.6","999.9","  31.8"," ","  19.6"," "," 0.34","G"," 17.7","001000"
"01046099999","2011-01-02","69.786839","20.959444","4.87","SORKJOSEN, NO","  27.4","20","  24.3","20","1008.6","17","007.9","17"," 12.1"," 6","  9.2","20"," 17.5","999.9","  30.7","*","  23.2","*"," 0.39","G"," 26.8","011000"
"01046099999","2011-01-03","69.786839","20.959444","4.87","SORKJOSEN, NO","  16.7","24","  12.5","24","1010.4","11","009.6","11"," 10.6","15","  4.6","24","  9.7","999.9","  23.5","*","   8.4","*"," 0.66","G"," 28.0","001000"
"01046099999","2011-01-04","69.786839","20.959444","4.87","SORKJOSEN, NO","  13.2","24","   8.0","24","1011.9","12","011.1","12"," 12.1","14","  5.2","24"," 14.0","999.9","  16.7","*","   8.6"," "," 0.08","G"," 28.3","000000"
"01046099999","2011-01-05","69.786839","20.959444","4.87","SORKJOSEN, NO","   9.9","24","   0.3","24","1008.2","11","007.5","11"," 11.5","15"," 13.4","24"," 23.3","999.9","  15.8","*","   5.0","*"," 0.00","G"," 28.0","000000"
"01046099999","2011-01-06","69.786839","20.959444","4.87","SORKJOSEN, NO","  15.0","23","   6.5","23","1003.1","12","002.3","12"," 13.1","13"," 13.3","23"," 29.1","999.9","  24.1","*","   6.6"," "," 0.00","G"," 26.8","000000"
"01046099999","2011-01-07","69.786839","20.959444","4.87","SORKJOSEN, NO","  17.5","24","   7.0","24","1000.3","11","999.6","11","  9.6","14"," 13.8","24"," 20.0"," 28.0","  24.1","*","  15.3","*"," 0.00","G"," 26.8","000000"
"01046099999","2011-01-08","69.786839","20.959444","4.87","SORKJOSEN, NO","  12.0","24","   3.7","24"," 999.9","17","999.1","17"," 15.5"," 9"," 14.5","24"," 21.4","999.9","  17.4"," ","   8.6","*"," 0.00","E","999.9","000000"
"01046099999","2011-01-09","69.786839","20.959444","4.87","SORKJOSEN, NO","  10.9","18","   4.3","18","1004.0","15","003.2","15"," 26.8"," 6"," 14.9","18"," 19.4","999.9","  19.4","*","   6.1","*"," 0.00","G"," 26.4","000000"
"01046099999","2011-01-10","69.786839","20.959444","4.87","SORKJOSEN, NO","  21.6","19","  13.3","19"," 995.2"," 7","994.5"," 7","  6.9","12"," 11.1","19"," 19.4","999.9","  23.0","*","  20.7","*"," 0.00","I","999.9","000000"
"01046099999","2011-01-11","69.786839","20.959444","4.87","SORKJOSEN, NO","  25.5","15","  20.7","15"," 990.9"," 4","990.2"," 4","  8.2","12","  4.8","15","  9.9","999.9","  33.8","*","  19.4","*"," 0.08","G"," 27.2","001000"
"01046099999","2011-01-12","69.786839","20.959444","4.87","SORKJOSEN, NO","  13.5","19","   9.7","19","1009.0"," 6","008.2"," 6","  9.7","14","  1.8","19","  4.1","999.9","  32.7"," ","   8.6","*"," 0.04","G"," 27.2","000000"
"01046099999","2011-01-13","69.786839","20.959444","4.87","SORKJOSEN, NO","  15.8","24","   7.7","24","1010.4","14","009.7","14"," 13.6","12","  8.6","23"," 15.5","999.9","  18.1"," ","  12.6","*"," 0.00","G"," 26.8","000000"
"01046099999","2011-01-14","69.786839","20.959444","4.87","SORKJOSEN, NO","  13.4","24","   2.0","24","1008.0","13","007.2","13"," 12.7","13","  9.7","24"," 17.5","999.9","  18.5"," ","   6.6","*"," 0.00","G"," 26.4","000000"
"01046099999","2011-01-15","69.786839","20.959444","4.87","SORKJOSEN, NO","  12.0","24","   3.0","24","1005.8","17","005.0","17"," 18.5","10"," 17.0","24"," 23.3","999.9","  22.1","*","   6.1"," "," 0.00","G"," 25.6","000000"
"01046099999","2011-01-16","69.786839","20.959444","4.87","SORKJOSEN, NO","  20.6","21","  10.8","21"," 998.4","18","997.7","18"," 22.8"," 5"," 18.7","21"," 27.2"," 37.9","  25.7"," ","  15.8","*"," 0.00","G"," 24.8","000000"
"01046099999","2011-01-17","69.786839","20.959444","4.87","SORKJOSEN, NO","  20.6","24","  11.6","24"," 997.0","12","996.3","12"," 12.7","14"," 15.4","24"," 19.4","999.9","  26.1","*","  17.4","*"," 0.00","G"," 24.0","001000"
"01046099999","2011-01-18","69.786839","20.959444","4.87","SORKJOSEN, NO","  24.8","24","  18.0","24","1003.3","14","002.6","14"," 13.6","12","  7.6","24"," 17.5","999.9","  30.4"," ","  17.4"," "," 0.00","G"," 24.0","000000"
"01046099999","2011-01-19","69.786839","20.959444","4.87","SORKJOSEN, NO","  23.0","24","  14.0","24","1013.9","13","013.1","13"," 12.6","13","  7.3","24"," 15.0"," 18.1","  26.6","*","  18.0"," "," 0.00","G"," 23.6","000000"
"01046099999","2011-01-20","69.786839","20.959444","4.87","SORKJOSEN, NO","  22.8","24","  15.3","24","1021.0","13","020.2","13"," 12.6","13","  8.9","24"," 19.4","999.9","  28.0"," ","  15.3"," "," 0.00","G"," 23.6","000000"
"01046099999","2011-01-21","69.786839","20.959444","4.87","SORKJOSEN, NO","  23.5","24","  15.3","24","1010.6","12","009.9","12"," 12.3","14"," 16.8","24"," 25.3","999.9","  30.7"," ","  17.6","*"," 0.00","G"," 23.6","001000"
"01046099999","2011-01-22","69.786839","20.959444","4.87","SORKJOSEN, NO","  29.8","24","  22.9","24","1013.0","17","012.3","17"," 13.9","10","  7.8","24"," 15.5","999.9","  34.0"," ","  17.8"," "," 0.00","G"," 23.6","001000"
"01046099999","2011-01-23","69.786839","20.959444","4.87","SORKJOSEN, NO","  25.5","24","  21.3","24","1011.5","20","010.7","20"," 21.9"," 6","  3.7","23"," 13.6","999.9","  28.2","*","  22.6"," "," 0.06","G"," 23.6","001000"
"01046099999","2011-01-24","69.786839","20.959444","4.87","SORKJOSEN, NO","  17.7","24","  14.9","24","1004.6","11","003.9","11","  9.0","15","  2.6","24","  7.0","999.9","  25.0","*","  12.6"," "," 0.21","G"," 24.4","001000"
"01046099999","2011-01-25","69.786839","20.959444","4.87","SORKJOSEN, NO","  23.9","24","  15.7","24","1005.7","12","005.0","12"," 10.4","14","  8.4","24"," 14.0","999.9","  28.4","*","  13.5"," "," 0.06","G"," 23.6","010000"
"01046099999","2011-01-26","69.786839","20.959444","4.87","SORKJOSEN, NO","  29.9","24","  22.0","24","1001.5","13","000.7","13"," 11.5","13"," 13.0","24"," 21.4"," 35.0","  34.2"," ","  22.1"," "," 0.04","G"," 23.2","001000"
"01046099999","2011-01-27","69.786839","20.959444","4.87","SORKJOSEN, NO","  35.7","24","  27.1","24"," 993.8","13","993.1","13","  7.9","14"," 12.2","24"," 21.4"," 32.1","  42.8","*","  30.7"," "," 0.20","G"," 23.2","011000"
"01046099999","2011-01-28","69.786839","20.959444","4.87","SORKJOSEN, NO","  32.3","24","  27.3","24"," 990.9","11","990.1","11","  3.0","13"," 10.2","23"," 20.0"," 37.9","  36.5","*","  26.1","*"," 0.84","G"," 19.7","011000"
"01046099999","2011-01-29","69.786839","20.959444","4.87","SORKJOSEN, NO","  21.8","24","  16.1","24"," 992.0","16","991.3","16"," 14.9","10","  9.4","23"," 19.4","999.9","  26.6","*","  16.7","*"," 0.94","G"," 31.9","000000"
"01046099999","2011-01-30","69.786839","20.959444","4.87","SORKJOSEN, NO","  23.0","24","  19.9","24"," 998.5","19","997.7","19"," 16.5"," 4","  7.2","22"," 13.6","999.9","  27.0","*","  16.9","*"," 0.28","G","999.9","001000"
"01046099999","2011-01-31","69.786839","20.959444","4.87","SORKJOSEN, NO","  29.0","24","  23.1","24"," 986.8","12","986.1","12"," 12.3","14","  7.4","24"," 13.6","999.9","  33.6"," ","  20.5"," "," 0.42","G"," 39.4","001000"
"01046099999","2011-02-01","69.786839","20.959444","4.87","SORKJOSEN, NO","  25.7","24","  20.7","24"," 993.5","11","992.8","11","  6.9","13"," 14.6","23"," 25.3","999.9","  30.6","*","  21.6","*"," 0.24","G","999.9","001000"
"01046099999","2011-02-02","69.786839","20.959444","4.87","SORKJOSEN, NO","  21.3","24","  12.8","24"," 997.0","11","996.3","11","  7.1","14"," 18.5","24"," 21.4","999.9","  22.1","*","  20.3"," "," 0.09","G"," 36.2","001000"
"01046099999","2011-02-03","69.786839","20.959444","4.87","SORKJOSEN, NO","  20.7","24","  11.8","24"," 996.6","12","995.9","12"," 12.2","14"," 22.2","24"," 27.2","999.9","  22.3"," ","  19.2","*"," 0.00","G"," 36.2","000000"
"01046099999","2011-02-04","69.786839","20.959444","4.87","SORKJOSEN, NO","  17.7","24","   9.7","24"," 991.6","11","990.9","11","  9.6","14"," 23.6","24"," 33.0"," 37.9","  20.5","*","  15.1","*"," 0.00","E","999.9","000000"
"01046099999","2011-02-05","69.786839","20.959444","4.87","SORKJOSEN, NO","  10.0","24","   2.0","24"," 989.2","17","988.4","17"," 17.3","10"," 26.3","24"," 36.9"," 46.0","  15.3","*","   6.6","*"," 0.00","G"," 35.0","000000"
"01046099999","2011-02-06","69.786839","20.959444","4.87","SORKJOSEN, NO","   6.7","24","  -2.2","24"," 994.1","21","993.3","21"," 28.3"," 7"," 20.3","12"," 23.3"," 29.9","   8.2","*","   5.2","*"," 0.00","G"," 33.5","001000"
"01046099999","2011-02-07","69.786839","20.959444","4.87","SORKJOSEN, NO","   1.6","24","  -8.1","24"," 990.7","13","989.9","13"," 12.4","13"," 20.3","17"," 25.3","999.9","   6.3","*","  -0.9","*"," 0.01","G"," 32.7","000000"
"01046099999","2011-02-08","69.786839","20.959444","4.87","SORKJOSEN, NO","   1.5","24","  -4.8","24"," 988.5","12","987.8","12"," 14.9","15","  6.7","24"," 17.5","999.9","   8.2","*","  -5.8","*"," 0.00","G"," 31.5","001000"
"01046099999","2011-02-09","69.786839","20.959444","4.87","SORKJOSEN, NO","  10.7","24","   5.5","24","1008.5","12","007.8","12"," 11.5","14","  5.9","24"," 13.6","999.9","  17.6","*","  -5.1"," "," 0.00","G"," 31.5","001000"
"01046099999","2011-02-10","69.786839","20.959444","4.87","SORKJOSEN, NO","  14.3","24","   8.8","24","1016.9","12","016.1","12"," 12.4","14","  5.8","24"," 13.6","999.9","  28.6","*","   8.4","*"," 0.17","G"," 31.5","000000"
"01046099999","2011-02-11","69.786839","20.959444","4.87","SORKJOSEN, NO","  27.9","24","  24.5","24","1015.3","14","014.6","14","  5.9"," 9","  9.1","23"," 19.4","999.9","  32.2"," ","  18.9","*"," 0.64","G","999.9","001000"
"01046099999","2011-02-12","69.786839","20.959444","4.87","SORKJOSEN, NO","  20.8","24","  13.9","24","1019.2","19","018.5","19"," 21.9"," 8","  9.9","24"," 14.0","999.9","  25.3","*","  15.8","*"," 0.19","G"," 35.0","000000"
"01046099999","2011-02-13","69.786839","20.959444","4.87","SORKJOSEN, NO","  13.5","24","   2.0","24","1026.2","22","025.4","22"," 30.4"," 5"," 15.3","24"," 21.4"," 27.0","  15.6","*","  11.3","*"," 0.00","G"," 35.0","000000"
"01046099999","2011-02-14","69.786839","20.959444","4.87","SORKJOSEN, NO","   8.6","24","  -5.9","24","1028.3","11","027.5","11"," 11.5","15","  9.2","24"," 15.5","999.9","  12.4","*","   5.4","*"," 0.00","G"," 35.4","000000"
"01046099999","2011-02-15","69.786839","20.959444","4.87","SORKJOSEN, NO","   8.8","24","  -9.9","24","1025.6","11","024.8","11"," 11.7","15"," 12.3","24"," 19.4"," 26.0","  14.0"," ","   1.8"," "," 0.00","G"," 34.6","000000"
"01046099999","2011-02-16","69.786839","20.959444","4.87","SORKJOSEN, NO","   9.9","23","  -1.9","23","1028.1","12","027.3","12"," 10.3","12"," 11.9","23"," 25.3","999.9","  16.7"," ","   6.3","*"," 0.00","G"," 34.6","000000"
"01046099999","2011-02-17","69.786839","20.959444","4.87","SORKJOSEN, NO","   7.5","24","  -4.5","24","1027.2","13","026.4","13","  9.5","12"," 17.5","24"," 25.3"," 26.0","  12.9"," ","  -2.4","*"," 0.00","G"," 34.6","000000"
"01046099999","2011-02-18","69.786839","20.959444","4.87","SORKJOSEN, NO","   1.4","24","  -6.4","24","1023.0","13","022.2","13"," 13.1","13"," 15.4","24"," 23.9"," 28.0","   8.6","*","  -4.5"," "," 0.00","G"," 34.3","000000"
"01046099999","2011-02-19","69.786839","20.959444","4.87","SORKJOSEN, NO","  15.6","24","   9.7","24","1018.7","18","018.0","18"," 16.9"," 8","  4.3","24"," 11.7","999.9","  21.2"," ","   2.5"," "," 0.00","E","999.9","000000"
"01046099999","2011-02-20","69.786839","20.959444","4.87","SORKJOSEN, NO","  21.4","24","  14.5","24","1024.4","21","023.6","21"," 26.3"," 6","  5.9","24"," 15.5","999.9","  28.9"," ","  13.5","*"," 0.00","G"," 34.3","000000"
"01046099999","2011-02-21","69.786839","20.959444","4.87","SORKJOSEN, NO","  15.6","24","   6.2","24","1024.6","11","023.9","11"," 11.9","15"," 17.9","24"," 28.0"," 29.9","  22.3","*","   8.8","*"," 0.00","G"," 34.3","000000"
"01046099999","2011-02-22","69.786839","20.959444","4.87","SORKJOSEN, NO","  17.6","24","   7.1","24","1020.6","11","019.8","11"," 12.3","15"," 11.8","24"," 16.9","999.9","  26.8"," ","   6.8"," "," 0.00","G"," 34.3","000000"
"01046099999","2011-02-23","69.786839","20.959444","4.87","SORKJOSEN, NO","   7.2","24","  -1.5","24","1023.7","12","022.9","12"," 11.8","14"," 20.8","24"," 25.3","999.9","  14.4","*","   0.7","*"," 0.00","E"," 33.9","001000"
"01046099999","2011-02-24","69.786839","20.959444","4.87","SORKJOSEN, NO","   5.4","24","  -7.8","24","1017.5","13","016.7","13"," 12.4","13"," 15.7","24"," 23.3","999.9","  13.5","*","  -0.9"," "," 0.00","G"," 33.5","000000"
"01046099999","2011-02-25","69.786839","20.959444","4.87","SORKJOSEN, NO","  21.1","24","  11.7","24","1004.7","12","004.0","12"," 12.7","14"," 16.3","24"," 23.3","999.9","  30.6","*","  11.3"," "," 0.00","G"," 33.5","010000"
"01046099999","2011-02-26","69.786839","20.959444","4.87","SORKJOSEN, NO","  38.8","24","  24.6","24"," 999.7","17","999.0","17"," 18.9","10"," 12.1","24"," 19.4","999.9","  48.2"," ","  27.5"," "," 0.00","G"," 32.7","000000"
"01046099999","2011-02-27","69.786839","20.959444","4.87","SORKJOSEN, NO","  38.3","24","  22.2","24","1008.6","21","007.9","21"," 29.6"," 7"," 10.3","24"," 17.5","999.9","  46.2","*","  32.4","*"," 0.00","G"," 26.8","000000"
"01046099999","2011-02-28","69.786839","20.959444","4.87","SORKJOSEN, NO","  34.5","24","  27.8","24","1013.2","11","012.5","11","  7.5","13","  8.7","23"," 15.5"," 23.9","  41.7","*","  31.8","*"," 0.04","G","999.9","011000"
"01046099999","2011-03-01","69.786839","20.959444","4.87","SORKJOSEN, NO","  37.0","24","  27.2","24","1015.9","12","015.2","12"," 12.1","14","  7.4","24"," 14.0","999.9","  43.5"," ","  31.3"," "," 0.38","G"," 30.7","010000"
"01046099999","2011-03-02","69.786839","20.959444","4.87","SORKJOSEN, NO","  37.6","24","  28.3","24","1007.3"," 9","006.6"," 9","  7.9","17","  6.3","24"," 15.5","999.9","  45.9"," ","  33.1"," "," 0.08","G"," 25.6","011000"
"01046099999","2011-03-03","69.786839","20.959444","4.87","SORKJOSEN, NO","  33.3","24","  26.1","24"," 993.9","11","993.2","11","  5.2","14"," 15.9","24"," 27.2"," 53.0","  42.8","*","  27.7","*"," 0.36","G"," 24.4","011000"
"01046099999","2011-03-04","69.786839","20.959444","4.87","SORKJOSEN, NO","  28.8","24","  25.6","24"," 992.3","11","991.6","11","  4.8","16","  7.0","24"," 15.9"," 20.0","  37.6"," ","  24.8"," "," 0.48","G"," 29.1","001000"
"01046099999","2011-03-05","69.786839","20.959444","4.87","SORKJOSEN, NO","  27.8","24","  21.7","24","1001.7","16","001.0","16","  6.3"," 7"," 12.5","23"," 27.2","999.9","  30.9"," ","  25.0","*"," 0.44","G","999.9","001000"
"01046099999","2011-03-06","69.786839","20.959444","4.87","SORKJOSEN, NO","  28.3","24","  20.6","24","1012.6","21","011.8","21"," 22.1"," 6"," 10.1","24"," 19.4","999.9","  30.6"," ","  25.3"," "," 0.60","G"," 33.9","000000"
"01046099999","2011-03-07","69.786839","20.959444","4.87","SORKJOSEN, NO","  32.7","21","  26.0","21"," 997.5"," 9","996.7"," 9","  9.9","13","  5.5","21"," 17.5","999.9","  39.2","*","  26.1"," "," 0.08","G"," 33.5","001000"
"01046099999","2011-03-08","69.786839","20.959444","4.87","SORKJOSEN, NO","  38.9","18","  27.9","18"," 986.1"," 9","985.4"," 9"," 13.6","12"," 10.9","18"," 21.4"," 25.1","  43.0","*","  32.0","*"," 0.04","G"," 31.9","000000"
"01046099999","2011-03-09","69.786839","20.959444","4.87","SORKJOSEN, NO","  36.8","24","  22.1","24"," 975.1","12","974.4","12"," 12.4","14"," 17.2","24"," 25.3"," 37.9","  40.5"," ","  32.4","*"," 0.00","G"," 31.5","011000"
"01046099999","2011-03-10","69.786839","20.959444","4.87","SORKJOSEN, NO","  30.6","24","  13.4","24"," 977.0","12","976.3","12","  9.8","13","  6.2","24"," 19.4","999.9","  36.0"," ","  23.4","*"," 0.00","G"," 31.5","000000"
"01046099999","2011-03-11","69.786839","20.959444","4.87","SORKJOSEN, NO","  19.9","24","   8.6","24"," 986.5","12","985.8","12","  9.3","13","  7.1","24"," 15.0","999.9","  30.7"," ","   9.7","*"," 0.00","E","999.9","000000"
"01046099999","2011-03-12","69.786839","20.959444","4.87","SORKJOSEN, NO","  22.4","24","  16.2","24"," 992.7","18","991.9","18"," 16.9"," 8","  2.5","22","  9.7","999.9","  31.5"," ","   9.1"," "," 0.00","G"," 31.5","001000"
"01046099999","2011-03-13","69.786839","20.959444","4.87","SORKJOSEN, NO","  26.6","24","  21.9","24","1005.0","20","004.3","20"," 13.9"," 9","  3.1","24","  7.8","999.9","  29.7"," ","  22.8","*"," 0.09","G"," 32.3","001000"
"01046099999","2011-03-14","69.786839","20.959444","4.87","SORKJOSEN, NO","  24.5","24","  15.7","24","1016.5","12","015.7","12","  7.0","11","  7.8","23"," 13.6","999.9","  28.4"," ","  19.4","*"," 0.14","G","999.9","000000"
"01046099999","2011-03-15","69.786839","20.959444","4.87","SORKJOSEN, NO","  29.0","24","  12.1","24","1023.7","14","023.0","14"," 10.1","11","  9.3","24"," 15.5","999.9","  39.2","*","  19.0"," "," 0.03","G"," 32.7","000000"
"01046099999","2011-03-16","69.786839","20.959444","4.87","SORKJOSEN, NO","  39.7","24","  24.0","24","1020.6","11","019.9","11"," 12.1","15"," 10.7","24"," 17.5","999.9","  49.3"," ","  25.9"," "," 0.00","G"," 31.1","000000"
"01046099999","2011-03-17","69.786839","20.959444","4.87","SORKJOSEN, NO","  33.6","23","  14.3","23","1014.5","12","013.8","12"," 12.4","13"," 16.0","23"," 25.3"," 35.0","  36.0","*","  31.8"," "," 0.00","G"," 30.3","000000"
"01046099999","2011-03-18","69.786839","20.959444","4.87","SORKJOSEN, NO","  28.0","24","  15.8","24","1011.0","12","010.3","12"," 12.6","14"," 10.7","24"," 17.5","999.9","  31.8","*","  25.2"," "," 0.00","G"," 30.7","000000"
"01046099999","2011-03-19","69.786839","20.959444","4.87","SORKJOSEN, NO","  32.4","24","  19.3","24","1009.1","19","008.3","19"," 20.1"," 6","  5.2","24","  9.7","999.9","  39.2","*","  27.1"," "," 0.00","G"," 30.7","000000"
"01046099999","2011-03-20","69.786839","20.959444","4.87","SORKJOSEN, NO","  35.9","24","  21.7","24","1002.4","21","001.6","21"," 24.6"," 6"," 12.4","24"," 25.3","999.9","  42.4"," ","  26.4"," "," 0.00","G"," 30.3","010000"
"01046099999","2011-03-21","69.786839","20.959444","4.87","SORKJOSEN, NO","  34.5","24","  24.4","24"," 992.1","12","991.4","12"," 10.5","14","  7.6","24"," 21.4"," 30.9","  39.7"," ","  29.7"," "," 0.07","G"," 28.0","011000"
"01046099999","2011-03-22","69.786839","20.959444","4.87","SORKJOSEN, NO","  27.9","24","  21.7","24"," 992.8","13","992.1","13","  9.5","13"," 11.7","24"," 21.4","999.9","  33.6","*","  22.6","*"," 0.24","G"," 29.1","001000"
"01046099999","2011-03-23","69.786839","20.959444","4.87","SORKJOSEN, NO","  24.3","24","  17.6","24"," 997.3"," 9","996.5"," 9","  6.1","10"," 12.4","24"," 32.1"," 49.9","  30.2","*","  19.4","*"," 0.28","G"," 31.1","001000"
"01046099999","2011-03-24","69.786839","20.959444","4.87","SORKJOSEN, NO","  19.8","24","  16.3","24"," 992.0","14","991.3","14","  4.2","13"," 11.4","24"," 22.9"," 37.9","  21.7","*","  18.0"," "," 1.16","G"," 39.8","001000"
"01046099999","2011-03-25","69.786839","20.959444","4.87","SORKJOSEN, NO","  21.6","24","  18.3","24"," 997.1","11","996.3","11","  6.1","15","  9.9","24"," 19.4"," 22.9","  24.8","*","  18.5"," "," 0.69","G"," 42.1","001000"
"01046099999","2011-03-26","69.786839","20.959444","4.87","SORKJOSEN, NO","  24.0","24","  18.8","24"," 996.7","16","996.0","16"," 11.2","11","  9.2","24"," 15.5","999.9","  25.5"," ","  21.7"," "," 0.30","G"," 41.3","001000"
"01046099999","2011-03-27","69.786839","20.959444","4.87","SORKJOSEN, NO","  21.6","24","  17.2","24"," 993.2","21","992.5","21"," 16.4"," 6","  5.5","24"," 11.7","999.9","  26.4"," ","  17.6","*"," 0.32","G"," 41.7","001000"
"01046099999","2011-03-28","69.786839","20.959444","4.87","SORKJOSEN, NO","  20.5","24","  14.8","24"," 997.8","11","997.0","11","  6.6","14","  4.8","24"," 11.7","999.9","  31.5"," ","  16.2","*"," 0.07","G"," 44.5","001000"
"01046099999","2011-03-29","69.786839","20.959444","4.87","SORKJOSEN, NO","  18.1","24","   6.4","24","1001.2","13","000.5","13","  6.4","11","  8.5","24"," 14.0","999.9","  25.3"," ","  11.3"," "," 0.00","G","999.9","000000"
"01046099999","2011-03-30","69.786839","20.959444","4.87","SORKJOSEN, NO","  23.9","24","  15.1","24","1005.9","13","005.2","13","  8.7","12","  8.8","24"," 14.0","999.9","  30.9"," ","  16.7"," "," 0.04","E","999.9","001000"
"01046099999","2011-03-31","69.786839","20.959444","4.87","SORKJOSEN, NO","  29.2","24","  19.7","24","1008.4","14","007.6","14","  9.3","11","  8.0","24"," 11.7","999.9","  36.1"," ","  23.0","*"," 0.02","F"," 42.5","001000"
